date,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,BlkCnt,BlkSizeMeanByte,BlkWghtMean,BlkWghtTot,CapAct1yrUSD,CapMVRVCur,CapMVRVFF,CapMrktCurUSD,CapMrktFFUSD,CapRealUSD,DiffLast,DiffMean,FeeByteMeanNtv,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,FlowInExNtv,FlowInExUSD,FlowOutExNtv,FlowOutExUSD,FlowTfrFromExCnt,HashRate,HashRate30d,IssContNtv,IssContPctAnn,IssContPctDay,IssContUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,NVTAdjFF,NVTAdjFF90,PriceBTC,PriceUSD,ROI1yr,ROI30d,RevAllTimeUSD,RevHashNtv,RevHashRateNtv,RevHashRateUSD,RevHashUSD,RevNtv,RevUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyExpFut10yr,SplyFF,SplyMiner0HopAllNtv,SplyMiner0HopAllUSD,SplyMiner1HopAllNtv,SplyMiner1HopAllUSD,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
2017-03-21,686680,9418,1307184,5960056,892,393316,3067792,61,110352,14992781,6682911,4067829,1631398,18238,3,148807,112,568062,1764,0,1713703,20217,4236551,158175,124,6854677,605795,1945,1614337007,142,981986.316901408,3927945.267605630,557768228,7575780037.582550000000000000,2.1395375,1.77794121,18043669246.0049000000000000,14994167272.77100000000000000,8433443802.051160000000000000,475705205061.629000,475705205061.631,0.00000179,0.00087584380727186,0.9737791409757750000000000000,0.00050053,0.5564983954739720000,249.65402219964,277569.9014598990000000000000,55946.74345483,62202611.1613826000000000000,57517.06375418,63948521.9498838000000000000,11748,3357935.62911213,3397572.63585063,1775,3.99208856968997,0.0109372289580547,1973477.4178696600,1775,1973477.4178696600,0.341686162949,31.41185909,43.544061301284400,26.10304275,36.184820835807400,1,1111.81826358854,170.11989104127900,5.008740499529080,2251598029.878940,1E-08,0.00060294605,0.670366429843,0.00000776,2024.6540222,2251047.319329960000000000,0.043465344854,14372095.69962970,4944755.74066695,499418.51008316,6813865.43618264,8547079.04378443,2230342.13667652,10225972.19947290,12653831.08991590,13351940.54748250,1148846.11838589,3755616.48871179,14372095.69962970,41.985806,9278178.3398627,16099625.03784510,16223811.02397990,5545215.71744483,15592774.21741270,16203785.17439970,2512897.38371888,14165967.3058528,16224692.8633425,16214984.3038613,16139793.4480364,15794147.3269958,14625734.460811,10275736.2001083,354849.93823566,3091057.30707296,6539872.96601781,0,16224853.88301830,16216597.04574090,16147647.79813060,10465532.85143340,14714778.46404550,3203956.44328546,15830354.65940290,6711810.40512276,2971057.23691048,16126001.39940780,14636933.9329544,16228973.59840680,20137284.375,13486167.44644520,1898432.12877208,2110711512.952070000000000000,2950769.08979057,3280718965.661690000000000000,285044,3.29912037037037,653156,516651.16508255,574422201.243077000000000000,2.62364563249784,2917.017131395410000000000000,0.02422478,26.9335528354144000000,36.2231463835308,0.03150869253394310,0.04678217210271580
2017-03-22,742361,9463,1305098,5948407,884,393453,3057201,60,110264,15005087,6672544,4057373,1627166,18280,3,148640,112,568575,1764,0,1664081,19272,4140312,152510,114,6718628,587759,1835,1614337008,159,980524.55345912,3922098.213836480,623613616,7066442575.997720000000000000,1.99485875,1.65767754,16836417663.12900000000000000,13990640393.60290000000000000,8439904682.110660000000000000,475705205061.629000,475705205061.63,0.00000169,0.000832096463925048,0.8631358006292150000000000000,0.0004972,0.515746837870834000,263.422602259612,273248.942355393000000000000,66331.50637856,68805842.0473680000000000000,68490.43426298,71045303.4906117000000000000,11954,3759942.00724527,3414808.34966153,1987.5,4.46946730758423,0.0122451159111897,2061638.85814216000,1987.5,2061638.85814216000,0.340076571147,29.10566828,40.45441800577790,24.18607963,33.61660573975950,1,1037.30257013442,149.00342120257700,-4.719978435423390,2253932917.679430,1E-08,0.000598658862,0.620990375915,0.00000719,2250.92260226,2334887.8004979500000000000,0.043390892152,14373544.43256470,4964385.12971137,541071.96946966,6812325.33250352,8552540.9832636,2286921.76654097,10225189.07962150,12648215.23503070,13353022.54590180,1222427.03615074,3763904.32950716,14373544.43256470,41.971177,9286868.39333073,16102079.37818310,16225792.4950644,5519769.59676405,15595690.62465700,16205773.03638200,2489488.17080607,14167826.53408150,16226675.8857196,16216972.2511041,16141999.1101207,15797476.913749,14626543.9319773,10284342.8970874,353388.85674539,3084718.94996797,6523948.69040133,0,16226721.14569400,16217786.09626680,16145641.22470950,10382602.17503020,14664827.86510880,3104713.50660932,15816457.16444370,6594244.73493796,2964718.87980549,16128819.33704340,14640640.97901430,16230961.09840670,20137781.25,13487521.18852830,1899013.29941353,1969851376.201100000000000000,2951976.4140194,3062092721.238510000000000000,316577,3.66408564814815,713400,557656.36244926,578458378.0204290000000000000,2.65128777242565,2750.187620503090000000000000,0.02445979,25.3722030319482000000,36.2181558455034,0.03196697384568010,0.048247657395276100
2017-03-23,680140,9472,1307899,5958357,881,394294,3060842,61,110309,15036631,6684117,4063824,1630983,18316,3,148739,111,569852,1757,0,1662494,19190,4135221,152123,113,6719841,586800,1823,1614337009,148,966780.182432432,3867120.7297297300,572333868,7004002475.610820000000000000,1.97800188,1.64342521,16690135752.54890000000000000,13867019131.72250000000000000,8437876604.163100000000000000,475705205061.629000,475705205061.631,0.00000166,0.000820958336436092,0.844087077662738000000000000,0.0004972,0.511207544143848000,236.807895019681,243479.4498127220000000000000,56048.66355778,57627714.5010408000000000000,53905.6429477,55424318.879301800000000000,11116,3499820.23315912,3430677.10026622,1850,4.15978474650205,0.0113966705383618,1902119.784123330,1850,1902119.784123330,0.339850857836,32.37000429,40.06675426176950,26.89465654,33.289510410910200,1,1028.17285628288,146.3407554812210,-8.918985231224930,2256078516.913370,1E-08,0.000596261452,0.613059840505,0.0000071,2086.80789502,2145599.2339363800000000000,0.043485721913,14380896.96866450,4982856.49646112,538788.38940319,6812086.54051826,8562879.58221936,2303293.4885394,10232809.37358000,12652161.67074200,13357076.7600761,1241421.13588193,3765785.5346432,14380896.96866450,41.964922,9282819.18335262,16103759.00439840,16227636.35372850,5516734.77688117,15596130.75813610,16207570.55529500,2504268.25426102,14165393.19219950,16228521.7828196,16218800.2901294,16143800.8910282,15798367.404447,14624873.6780826,10282854.4939458,348506.45446499,3076372.43056848,6516230.89011658,0,16228557.01158450,16219502.30146650,16146919.86920090,10369647.97654260,14658450.84451490,3096366.98720983,15815184.19706530,6581741.51538181,2966372.360406,16130551.53592510,14641135.34874320,16232811.09840640,20138243.75,13487050.39914740,1893692.99373007,1947043734.286320000000000000,2946228.52841209,3029232201.319560000000000000,288453,3.33857638888889,672394,501476.95239115,515604990.500043000000000000,2.57843429631554,2651.076155180490000000000000,0.024125375,24.80505572264560000,36.2137771445695,0.03197867037311550,0.047727594726077400
2017-03-24,702675,9463,1304656,5947858,885,393801,3051310,60,110137,15037398,6674017,4055191,1628704,18285,3,148562,111,570541,1767,0,1538191,13043,3409623,133010,86,6420913,477460,1288,1614337009,176,867408.988636364,3469635.9545454500,610655928,6451922466.757290000000000000,1.8009221,1.49627913,15180766238.5387000000000000,12612796388.84510000000000000,8429440809.907190000000000000,475705205061.629000,475705205061.63,0.00000151,0.000803489776979843,0.7513139600245760000000000000,0.0004972,0.4649135703111630000,231.153563469748,216143.2592173540000000000000,98398.61932092,92008957.00357580000000000000,72735.24103531,68012068.77950320000000000000,12147,4161948.38537841,3468616.78927822,2200,4.94610071488539,0.0135509608626997,2057139.6916423100,2200,2057139.6916423100,0.34036281926,31.20555003,36.293882767061900,25.9268368,30.15443004052400,1,935.063496201052,126.1009173381980,-17.229174642266900,2258351799.864230,1E-08,0.000584138326,0.54620642554,0.00000632,2431.15356347,2273282.95085990000000000000,0.043420571109,14382797.06995620,5078988.54080982,580371.05039805,6899983.25565052,8647538.7971238,2400032.98340339,10291506.68765600,12651696.18452710,13358555.27614670,1306377.98328891,3854204.35322517,14382797.06995620,42.500638,9292498.97926522,16106204.88226410,16229834.57277710,5525794.14817737,15599014.23040630,16209783.5477264,2481115.63464879,14170387.47771970,16230720.3913094,16221018.0328892,16146345.2739404,15802659.5667038,14629270.1853953,10290438.6740491,358888.82476499,3070046.48148878,6534207.25206719,0,16230464.64125510,16214520.18958180,16137162.8110368,9763911.86042178,14472473.29449400,2819146.74249029,15708918.65721200,6053290.34684157,2960046.4113263,16133375.12308790,14647363.02991670,16235011.09840640,20138793.75,13488705.78317730,1894038.0070422,1771045800.802550000000000000,2943531.04753362,2752388432.483130000000000000,287687,3.32971064814815,666043,520260.37305596,486476483.3645700000000000000,5.10950860314598,4777.714978327030000000000000,0.026707845,24.97353092169580000000,36.2956022822572,0.03279756688347390,0.05057218468040760
2017-03-25,622498,9456,1305593,5977681,906,392880,3064240,60,110108,15092675,6707633,4073661,1631358,18256,3,148506,110,569205,1783,0,1560461,13366,3471930,134814,86,6493475,485815,1334,1614337010,133,943283.285714286,3773133.1428571400,501826708,6690381838.228180000000000000,1.86294639,1.54758196,15725921903.45140000000000000,13063796738.29550000000000000,8441424805.791310000000000000,475705205061.629000,475705205061.631,0.00000146,0.000742657047761583,0.7192955295530930000000000000,0.000452,0.437781584835067000,182.61045615988,176866.1391706350000000000000,69867.78830789,67669980.29723240000000000000,71589.25910501,69337299.35433530000000000000,10202,3145108.72304164,3463897.307763,1662.5,3.73729567403239,0.0102391662302257,1610203.284929870000,1662.5,1610203.284929870000,0.341810609085,30.80063228,37.36652178568850,25.58662074,31.04101930699460,1,968.543329281122,132.61420939603600,-18.531881410482000,2260138869.2883300,1E-08,0.000586660309,0.568205929101,0.00000658,1845.11045616,1787069.42410062000000000000,0.043473430077,14383618.58659430,5089439.29999558,545424.61337731,6907674.27327588,8651838.97276191,2387854.85865803,10291632.5708277,12648252.65685240,13358347.81478670,1250955.8011996,3862503.19594802,14383618.58659430,42.543654,9302712.40573155,16107181.06480300,16231487.65191110,5549867.29218797,15599488.50111450,16211317.80255940,2459924.36422037,14174139.30812090,16232378.0247776,16222616.0288465,16147512.6765502,15802566.4262141,14632759.6130126,10297523.227192,366647.75576426,3030563.03080823,6553038.07107258,0,16232163.22604920,16216578.94804600,16140390.96735450,9807921.70492714,14495484.25602920,2790303.6933098,15718995.41412230,6103571.44436086,2930562.97068479,16134873.34830070,14656885.73842030,16236673.59840640,20139209.375,13488087.05129560,1894978.80839665,1835369084.001660000000000000,2952727.66279004,2859844680.979130000000000000,245888,2.84592592592593,606101,527153.90545521,510571398.6331350000000000000,3.98724031983859,3861.815014020390000000000000,0.02327815,22.5458969005054000000,36.3318436577769,0.0328832105703156,0.05003193767428720
2017-03-26,573816,9463,1306116,5988121,907,392946,3066043,60,110012,15128252,6720888,4078050,1632223,18253,3,148496,110,569830,1779,0,1557824,13323,3465125,134538,86,6499476,484779,1325,1614337011,166,658239.602409639,2632958.4096385500,437071096,6654169515.779780000000000000,1.85054884,1.53722284,15637233759.26430000000000000,12989612784.63490000000000000,8450051907.297280000000000000,475705205061.629000,475705205061.63,0.00000137,0.000698738072893556,0.6728554553401190000000000000,0.0004463,0.429768179762607000,149.594930239935,144053.6430000690000000000000,51761.27461371,49843936.3050113000000000000,46778.53742536,45045769.3955947000000000000,9276,3925474.04530009,3475695.11228074,2075,4.66399855512467,0.0127780782332183,1998137.963270020,2075,1998137.963270020,0.342542236448,44.37127964,37.152738961628300,36.85854865,30.862216452718300,1,962.95805458796,131.0231995981590,-18.77122920136340,2262281060.8946,1E-08,0.000566707334,0.545715391708,0.00000632,2224.59493024,2142191.6062701500000000000,0.04349362961,14385204.7321684,5107059.55970596,444268.52014685,6910134.33459158,8664113.20778809,2389634.95046235,10299746.09576370,12647506.02725210,13358975.65347940,1206915.17426377,3876519.47552563,14385204.7321684,42.553367,9308825.97740389,16109144.02518110,16233553.48145990,5562457.26200912,15601057.80528180,16213328.93206800,2466921.63171257,14174110.41235330,16234447.2881089,16224654.3261054,16149514.8030496,15804719.342867,14633977.1059399,10302210.5291479,372478.20457807,3039340.14730043,6557761.35526469,0,16234224.99481390,16218502.03079750,16142031.43752140,9808449.58047809,14493939.35548360,2799080.809802,15719434.08596160,6103065.55007789,2939340.08717699,16137181.38030510,14661705.60709680,16238748.59840630,20139728.125,13489282.03336230,1895447.73014895,1825236658.797400000000000000,2958253.27177436,2848673815.566310000000000000,214093,2.47792824074074,557585,365974.31334814,352417912.8108890000000000000,1.96394630361475,1891.19791184407000000000000,0.0192,18.488794648088800,36.3139907266523,0.032886801919437700,0.050026728378212400
2017-03-27,610984,9461,1317546,6006261,904,394675,3094164,59,110206,15155257,6737402,4101600,1647281,18262,3,148625,111,572738,1767,0,1688841,19304,4192417,152869,113,6791050,593886,1842,1614337011,132,924213.333333333,3696853.3333333300,487984640,7213884219.142580000000000000,1.99869446,1.66006917,16937423477.86230000000000000,14067830375.68790000000000000,8474243476.081090000000000000,475705205061.629000,475705205061.631,0.00000165,0.000841217392281159,0.8773217679156760000000000000,0.000452,0.47139947739614400,201.442964059865,210088.7344755540000000000000,70724.16710755,73759591.623399600000000000,70747.77900832,73784216.9280087000000000000,11892,3121461.28903381,3457770.98655093,1650,3.7083449420946,0.0101598491564236,1720816.676335480,1650,1720816.676335480,0.341319300581,30.55694287,40.13124724801110,25.37988672,33.332081457826600,1,1042.91919777908,145.1303419171740,-9.437746791011850,2264211966.305410,1E-08,0.000593133405,0.618590215293,0.00000716,1851.44296406,1930905.4108111800000000000,0.043950758966,14387419.907499,5115178.22867374,442522.40677219,6917011.62899744,8667691.8010087,2380752.27526063,10299189.2338049,12647040.89402970,13358437.11578080,1235046.20299394,3880504.71032696,14387419.907499,42.591391,9288448.80030468,16109702.21616640,16235207.52523500,5543161.49075759,15596386.87451150,16215043.87351010,2444289.25327995,14164803.41876470,16236099.3470428,16226324.8614242,16150526.1782353,15801514.6915072,14623911.4462596,10283624.9285564,369189.106448,3042488.94168518,6529660.62057978,0,16236151.8854467,16227214.48878310,16154617.32603140,10386640.81713350,14665802.14674920,3062483.49832653,15822397.45622460,6603781.14394932,2932488.8715227,16136812.30159510,14653028.50394720,16240398.59840630,20140140.625,13488897.707172,1895075.06195212,1976410163.34225000000000000,2948008.98261897,3074535163.198500000000000000,239466,2.77159722222222,580017,531479.82328769,554290510.9389650000000000000,2.83686335962406,2958.619259227990000000000000,0.0298,31.078992093816600,36.3163206082185,0.033385070537563800,0.0522635538267723
2017-03-28,738882,9455,1317304,6001496,908,394299,3093843,61,110285,15172160,6733724,4098146,1645662,18224,3,148731,111,571870,1767,0,1688887,19285,4191844,153091,114,6790438,593678,1842,1614337012,155,985669.129032258,3942676.5161290300,611114860,7234025201.703720000000000000,1.9993941,1.66059452,16975887612.95030000000000000,14099304346.6893000000000000,8490516010.677080000000000000,475705205061.629000,475705205061.631,0.00000152,0.000787207088011258,0.8227596678970550000000000000,0.0004488,0.469069123710580000,231.597112499451,242056.7170544080000000000000,49984.91637797,52242381.7383267000000000000,49229.54138647,51452891.7977389000000000000,12490,3665352.27121395,3449942.4213708,1937.5,4.3539765198517,0.0119287027941142,2025003.18001170000,1937.5,2025003.18001170000,0.342062418938,29.73644511,40.12410212482540,24.69757101,33.325027850914000,1,1045.16293161894,147.13166588201900,-11.555105245535800,2266479026.2024800,1E-08,0.000591784077,0.618510781316,0.00000716,2169.0971125,2267059.89706668000000000,0.043910611249,14389695.40212030,5123509.67992812,522752.95110767,6921432.99657436,8672270.26177822,2414068.9654512,10293633.14738550,12646637.55839800,13360521.67337720,1212288.79571247,3875112.99154685,14389695.40212030,42.613531,9292556.39202216,16111814.95616740,16237139.75564910,5555892.77503266,15598746.09223870,16217002.87670640,2480322.4108566,14167613.00924360,16238032.9883667,16228258.2349378,16152471.6412722,15803201.1492601,14627090.9513717,10283423.4515182,366573.0760365,3053178.95294829,6538410.90165945,0,16238088.46784300,16229175.68435560,16156722.05476540,10388308.28001260,14670085.62083150,3082926.92738964,15824717.21714380,6612510.75592383,2943178.88278581,16139130.88013280,14656821.84478340,16242336.09840620,20140625,13490053.96206470,1894541.18462068,1980104218.590970000000000000,2952846.42604201,3086205627.262580000000000000,294201,3.40510416666667,687048,546209.74494427,570878178.3047870000000000000,2.24208565219707,2343.344813191050000000000000,0.02802837,29.2942133577003000000,36.2994321695132,0.03338473857706650,0.05198690452784920
2017-03-29,677629,9478,1320246,6022289,905,394798,3103688,61,110258,15218574,6756477,4111621,1649401,18270,3,148718,110,572791,1770,0,1689583,19277,4199533,152782,113,6806480,593197,1847,1614337013,138,973183.485507246,3892733.9420289900,537197284,7203375648.794010000000000000,1.98727297,1.65047727,16888765398.05160000000000000,14026519714.84630000000000000,8498462800.380790000000000000,475705205061.629000,475705205061.631,0.00000158,0.000753106585272254,0.7829963431767010000000000000,0.0004488,0.4666122507621760,211.945280079667,220357.0948671860000000000000,48160.82086875,50072257.1838713000000000000,59021.74902582,61364240.545584100000000000,11581,3263345.8930808,3453546.43641488,1725,3.87603196137807,0.0106192656476112,1793462.86222093000,1725,1793462.86222093000,0.340765741289,32.50617053,39.86668045744380,26.99714462,33.11022245985650,1,1039.68861578025,150.00698399102200,-12.935017999331700,2268492846.159570,1E-08,0.00059354581,0.617102821175,0.00000714,1936.94528008,2013819.95708846000000000,0.044034633269,14396520.29796750,5111415.09710781,486328.83871608,6928397.15609286,8683226.87819057,2424983.65017978,10301375.24623400,12648330.44693180,13366763.00605110,1184079.69916381,3871034.03267816,14396520.29796750,42.651878,9287935.43402361,16113061.81623630,16238856.95321320,5535419.52174992,15598579.69715150,16218636.65753130,2481507.35364498,14164523.43311070,16239752.6464192,16229932.749532,16153819.4258628,15803583.4802827,14624104.3108977,10282121.7925757,366765.74361151,3040078.38307516,6525678.74440405,0,16239801.69225370,16230795.05489960,16157778.90513490,10381831.91013550,14664266.40833670,3069826.35751651,15823757.82048110,6601928.94414829,2940078.32295172,16140584.49658350,14658493.85653430,16244061.09840600,20141056.25,13491077.52259070,1889424.2562399,1964412889.591690000000000000,2936106.25921874,3052636252.430860000000000000,281428,3.25726851851852,661806,499722.38601011,519555675.7852550000000000000,2.03351246491442,2114.219759818760000000000000,0.02657439,27.6290907543045000000,36.2728295115861,0.03338967210770950,0.051914195747252300
2017-03-30,689337,9506,1316517,6000465,910,394035,3088464,61,110184,15216077,6734334,4095001,1644665,18324,3,148536,110,570861,1783,0,1683717,19309,4181111,152517,113,6782547,590983,1862,1614337013,164,962547.347560976,3850189.3902439000,631431060,7195930041.162050000000000000,1.98163667,1.64572737,16863262866.30240000000000000,14004753581.37790000000000000,8509765256.823330000000000000,499635929816.66700,483584833944.386,0.00000131,0.000721948311008264,0.7493734390139690000000000000,0.0004068,0.422253380668125000,206.532085019629,214377.755938975000000000000,77642.05755437,80591497.7491688000000000000,78325.24573979,81300638.6560669000000000000,12006,3942417.72740472,3473212.79293277,2050,4.60571761123449,0.0126184044143411,2127874.7059234400,2050,2127874.7059234400,0.340698309875,30.00093883,39.693304588812500,24.91544839,32.96485110884040,1,1037.98766142607,151.4640851506500,-12.65670538633100,2270835098.621430,1E-08,0.000572372651,0.594115749222,0.00000688,2256.53208502,2342252.4618628000000000000,0.043813310162,14397776.61134390,5123473.7957475,475775.71293338,6932577.62936768,8685317.59638271,2433408.70085583,10299083.17679880,12645198.8301937,13367640.28508050,1149565.50673428,3871813.39852896,14397776.61134390,42.672228,9297338.57909672,16115883.05029520,16240904.30935840,5535022.59326748,15603484.92185280,16220721.08519660,2475738.78053987,14173044.37479750,16241799.7141382,16232001.3178263,16156518.2170476,15807187.6331264,14631458.243717,10294801.055792,364508.6113887,3034309.80997005,6536100.41418671,0,16241847.03710510,16232846.3699507,16160368.96671670,10392379.37758650,14670824.06978270,3064057.7844114,15827088.63403930,6614272.23799405,2934309.74984661,16143785.90100530,14667373.32060070,16246111.09840590,20141568.75,13492215.8536423,1890319.36205961,1962128173.972680000000000000,2934059.60688741,3045517669.837760000000000000,286076,3.31106481481481,647976,541520.09003933,562091171.8751590000000000000,2.29181692982529,2378.87769540603000000000000,0.02887039,29.9671086005586000000,36.2630288277129,0.03338639904056140,0.0519170169636272
2017-03-31,634568,9460,1317634,6028708,909,393734,3106282,61,110178,15262537,6764776,4115653,1648574,18244,3,148439,110,570671,1778,0,1715041,19743,4256525,154953,118,6864882,601292,1902,1614337014,135,960534.540740741,3842138.162962960,518688652,7507696390.689420000000000000,2.0572416,1.70848533,17575951028.32620000000000000,14596367540.43380000000000000,8543455004.380290000000000000,499635929816.66700,499635929816.666,0.00000165,0.000809698930260181,0.8758865799418160000000000000,0.000448,0.48462110192963300,214.047151009667,231544.1209535790000000000000,82369.30719716,89102465.2211342000000000000,72161.24906814,78059964.3750462000000000000,12184,3352999.96635802,3479805.27708609,1687.5,3.79089817164792,0.0103860223880765,1825442.208719320000,1687.5,1825442.208719320000,0.342504725637,26.24528814,40.97346684976770,21.79602522,34.02739234884760,1,1081.74353109293,160.06150203821800,-11.94309633592420,2272892084.9511000,1E-08,0.000567118154,0.613476394367,0.0000071,1901.54715101,2056986.3296732600000000000,0.043895507025,14398975.41247770,5133673.32187673,523471.78533978,6940366.33905644,8687076.39855506,2474507.5478914,10295694.38981480,12639094.73573430,13368702.71767770,1163383.04278455,3894129.81830503,14398975.41247770,42.715733,9301584.45163515,16116434.08694500,16242585.96457910,5564947.80115034,15603679.20793720,16222332.5375992,2497571.49782045,14175140.29833130,16243484.016312,16233646.9710157,16157419.4614982,15807543.0256237,14632595.3766459,10295524.8314182,389978.90419632,3056142.52725063,6559945.42856458,0,16243580.35951820,16235009.82150100,16163860.11524850,10441698.13852240,14695871.34608020,3133011.61208567,15837350.47823840,6680393.20904362,2956142.46712719,16144779.4160309,14673925.28580850,16247798.59840580,20141990.625,13493371.69198180,1890872.93503745,2045439565.595460000000000000,2942656.66092568,3183199807.183880000000000000,264354,3.05965277777778,610379,619074.87978855,669680246.4733970000000000000,3.04966399035411,3298.954293572610000000000000,0.03333333,36.0581140972859000000,36.2671222386129,0.03350186069837960,0.05214134256824520
2017-04-01,642373,9459,1316515,6036017,910,393843,3106379,60,110119,15295641,6773389,4118168,1647457,18230,3,148395,110,570675,1780,0,1718181,19814,4267139,155337,118,6882616,602791,1909,1614337015,132,967178.674242424,3868714.696969700,510670340,7565464933.232330000000000000,2.06862352,1.71796118,17704176776.53060000000000000,14703056486.5799000000000000,8558433471.538850000000000000,499635929816.66700,499635929816.666,0.00000151,0.000753452912916441,0.8209056130294370000000000000,0.0004068,0.443218677180176000,192.370090819802,209591.9793072340000000000000,43455.86294869,47346239.1638185000000000000,59446.67988965,64768630.342782700000000000,11123,3278488.85599451,3474419.16618497,1650,3.70627960913756,0.0101541907099659,1797715.873518410,1650,1797715.873518410,0.342886250995,37.45005617,41.038735041426900,31.10171675,34.08206137275870,1,1089.52477182934,161.15125780428100,-13.730491324035200,2274899392.803930,1E-08,0.0005619571,0.612266181462,0.00000709,1842.37009082,2007307.8528258600000000000,0.043832432986,14401781.13608800,5140771.96400961,470143.61257305,6943820.94730138,8692544.34210056,2456708.89322627,10299402.52304500,12636810.09073590,13371671.09254390,1123107.05092064,3888335.75464159,14401781.13608800,42.732656,9305866.25895815,16117945.36490140,16244229.21604370,5571712.51064856,15606011.1233308,16223922.47571580,2481623.60333545,14176998.39589540,16245128.8303917,16235261.1708597,16158933.4119797,15809724.2884382,14634572.013305,10296879.0870622,390975.40962343,3053962.46586068,6566358.51547319,0,16245233.57518920,16236698.98955,16165764.51537180,10450859.77647070,14701772.54650670,3130831.55069572,15840898.85441620,6691170.16429312,2953962.40573724,16146787.18434220,14679483.46087350,16249448.59840570,20142403.125,13494926.2896456,1890209.46352679,2059430034.458690000000000000,2934013.37408837,3196680251.947860000000000000,255318,2.95506944444444,617330,433896.50800212,472740993.8785570000000000000,1.91900541007529,2090.803931551550000000000000,0.023691985,25.8130045513091000000,36.2304423495817,0.0335029120557976,0.05184208889310730
2017-04-02,648586,9460,1317703,6029390,907,394021,3103761,60,110317,15305063,6767022,4112730,1648641,18234,3,148525,111,571043,1780,0,1728139,20000,4275032,156414,121,6893558,606736,1926,1614337015,158,823124.518987342,3292498.075949370,520214696,7668246405.250180000000000000,2.09581972,1.74079715,17966971908.71040000000000000,14923446535.00990000000000000,8572765957.56028000000000000,499635929816.66700,499635929816.667,0.00000136,0.00073622881456241,0.8139473043409950000000000000,0.00039723,0.4391627729153010000,176.524110409852,195158.5172670680000000000000,63818.71886851,70555611.4648866000000000000,60336.14343747,66705405.0776998000000000000,10783,3924251.81247828,3493582.71369968,1975,4.43576524625645,0.012152781496593,2183486.83761982000,1975,2183486.83761982000,0.34236721907,47.11783406,41.65004284357850,39.13628189,34.594710266991800,1,1105.56295575687,163.37785999307000,-14.255117303318400,2277278038.158820,1E-08,0.00054826352,0.606139837236,0.00000702,2151.52411041,2378645.3548870500000000000,0.0438677796,14402563.06070140,5143406.63106931,368498.49459254,6936055.84857941,8691352.06731357,2421835.1374776,10301300.59355970,12634459.91042760,13374563.88750270,1063242.42379696,3881125.29510068,14402563.06070140,42.679682,9301826.04278784,16120106.64767140,16246204.17241680,5563954.70332078,15607415.12927790,16225930.58198340,2472124.32164129,14179349.55684240,16247104.2630183,16237241.5572126,16161092.8851647,15811414.1650182,14636102.8274225,10293926.506618,384475.37306141,3054801.12382444,6561971.38985959,0,16247224.76951060,16238800.54889090,16168722.02644740,10464504.84340530,14711939.83213740,3149918.64776318,15845849.75708900,6702370.30252571,2944801.05366196,16148919.744201,14680671.66840600,16251423.59840570,20142896.875,13498504.50153090,1891271.22431173,2090919404.887990000000000000,2937211.69656991,3247272444.943480000000000000,239768,2.77509259259259,614133,344910.24309224,381319987.8238770000000000000,1.86408283193178,2060.860925446140000000000000,0.01685192,18.6308584853783000000,36.2004926648305,0.033509014870557400,0.05174995625738440
